Label,Title,Artist,Album,Genre,Year,Format,Notes
MGM Records (MGMS-1012),Sventytski's Waltz,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Yuri Escapes,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Tonya Arrives At Varykino,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Yuri Writes A Poem For Lara,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
Society (SOC 975),There's A Hoot Tonight,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),"Green, Green","Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),A Stranger In Your Town,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),Allentown Jail,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),Advice To Folkswingers,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),Blowin' In The Wind,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),If I Had A Hammer,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),One More Town,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),"Two-Ten, Six-Eighteen","Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
Society (SOC 975),Folk Music,"Rod McKuen, The Horizon Singers",Sings Folk,"Folk, World, & Country",1964,"Vinyl (LP, Compilation)",
CBS Masterworks (SBR 235288),"O Come, All Ye Faithful","The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),O Little Town Of Bethlehem,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Jingle Bells,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),We Three Kings Of Orient Are,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Deck The Hall With Bough Of Holly,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),It Came Upon A Midnight Clear,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),O Tannenbaum...,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),The First Noel,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Hark! The Herald Angels Sing,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Away In A Manger,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Joy To The World,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Little Drummer Boy,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),O Holy Night,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),Good King Wenceslas,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),We Wish You A Merry Christmas,"The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
CBS Masterworks (SBR 235288),"Silent Night, Holy Night","The Philadelphia Orchestra, Eugene Ormandy, The Temple University Choirs, Robert Page",Greatest Christmas Hits,Classical,1968,"Vinyl (LP, Compilation, Stereo)",
Columbia Masterworks (MS 6777),Joy To The World,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),When Jesus Was A Little Child,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),Away In A Manger,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),A Boy Is Born,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),There Shall A Star From Jacob,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),"O Come, O Come, Emmanuel","Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),"Far, Far Away On Judea's Plains","Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),O Holy Night,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),What Child Is This?,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),Beautiful Saviour,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),Watts Nativity Carol,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),"Tell Us, Shepherd Maids","Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),The Holy City,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),I Heard The Bells,"Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
Columbia Masterworks (MS 6777),"Silent Night, Holy Night","Mormon Tabernacle Choir, Richard P. Condie",Sings Christmas Carols,Classical,1965,"Vinyl (LP, Album, Stereo)",
United Artists Records (UAS 6353),Medley #1,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #2,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #3,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #4,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #5,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #1,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #2,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #3,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #4,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
United Artists Records (UAS 6353),Medley #5,Leroy Holmes And The Southwinds,50 Fabulous Hawaiian Favorites,"Folk, World, & Country",1964,Vinyl (LP),
CBS Special Products (none),A Taste Of Honey,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),King Of The Road,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),Yesterday,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),What Did I Have That I Don't Have,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),Try To Remember,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),Lara's Theme,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),What's New Pussycat?,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),The Shadow Of Your Smile,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),"Sunrise, Sunset",Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
CBS Special Products (none),Michelle,Various,22 Golden Hits By Today's Greatest Stars Volume 2,"Pop, Stage & Screen",1967,"Vinyl (LP, Compilation, Stereo)",
Reprise Records (RS-6196),Fly Me To The Moon,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),I Will Wait For You,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),"Baby, The Rain Must Fall",Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),If You Were Me,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),Call Me,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),I'm Gonna Be A Wheel Someday,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),"I'm Comin' Home, Cindy",Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),The Shadow Of Your Smile,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),Trini's Tune,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),The 32nd Of May,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),Yesterday,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Reprise Records (RS-6196),One Of Those Songs,Trini Lopez,Trini,"Rock, Pop, Folk, World, & Country",1968,"Vinyl (LP, Album, Reissue, Stereo)",
Calendar Hits (SR66-98),Say It With Music,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),I Found A Million Dollar Baby,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Rain,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Oh. Lady Be Good,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Sleepy Time Gal,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Gypsy In My Soul,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Was That The Human Thing To Do,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),I'm In Heaven When I See You Smile,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Yearning,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Blue Skies,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Wabash Blues,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Calendar Hits (SR66-98),Sympathy,Lawrence Welk And His Champagne Music,Say It With Music,"Folk, World, & Country",0,Vinyl (LP),
Coronet (2) (KLPS-694),That Old Gang Of Mine,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Down By The Old Mill Stream,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),By The Light Of The Silvery Moon,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),You Are My Sunshine,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Till We Meet Again,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Let The Rest Of The World Go By,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Sweet Violets,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),I've Got Sixpence,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),I've Been Working On The Railroad,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),That's Where My Money Goes,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),She Wore A Yellow Ribbon,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Don't Fence Me In,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),There Is A Tavern In The Town,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Show Me The Way To Go Home,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Bell Bottom Trousers,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
Coronet (2) (KLPS-694),Be Kind To Your Web-Footed Friends,Mitch Miller And The Gang,Sing Along With Mitch,Jazz,1958,"Vinyl (LP, Stereo)",
J & B Records (JB137),Macho Man,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),In The Navy,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Manhattan Woman,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),I Wanna Shake Your Hand,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Village People,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Y.M.C.A.,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Milk Shake,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Go West,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Fire Island,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Sodom & Gomarrah,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Ready Fo The 80's,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),San Francisco,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),In Hollywood,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Save Me,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Get Away Holiday,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Just A Gigalo / I Ain't Got Nobody Medley,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Can't Stop The Music,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Magic Night,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Liberation,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),Citizens Of The World,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
J & B Records (JB137),I Am What I Am,Village People,Greatest Hits Volume One And Two,Electronic,1983,"Vinyl (LP, Compilation)",
CBS (BP 233094),Put A Light In Every Country Window,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),Reedy River,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),Lachlan Tigers,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),Jim Jones At Botany Bay,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),Humping Old Bluey,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),The Old Palmer Song,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
CBS (BP 233094),Brisbane Ladies,Gary Shearston,Folk Songs & Ballads Of Australia,"Folk, World, & Country",1964,"Vinyl (LP, Mono)",
